"Age","Gender","HomeOwnership","InternetConnection","MaritalStatus","CellphoneService","NumCars","PPVFreq","MobileOperatingSystem","StreamingRadio","CustomerID","EducationLevel","Cluster"
43.99999999999999,"Male","Rent","Mega cable","Married","Telcel",3,"Never","Android","YT Music",892137,"Post-Doc","cluster_1"
29.999999999999996,"Male","Rent","Axtel","Married","Telcel",1,"Never","Android","YT Music",892138,"Bachelor","cluster_1"
24,"Male","Rent","Axtel","Never Married","Movistar",1,"Never","Android","YT Music",892150,"High School","cluster_1"
23,"Male","Own","Other","Married","Telcel",2,"Never","Android","YT Music",892153,"Some College","cluster_1"
47,"Male","Own","Mega cable","Married","Telcel",2,"Weekly","IOS","YT Music",892155,"Master's Degree","cluster_1"
36,"Male","Own","Mega cable","Never Married","Telcel",1,"Rarely","IOS","YT Music",892158,"High School","cluster_1"
31,"Male","Rent","Axtel","Married","Movistar",1,"Never","Android","YT Music",892159,"Bachelor","cluster_1"
26,"Male","Rent","Axtel","Never Married","Movistar",1,"Never","Android","YT Music",892161,"High School","cluster_1"
26,"Male","Rent","Mega cable","Never Married","Movistar",2,"Never","Android","YT Music",892166,"High School","cluster_1"
36,"Male","Rent","Mega cable","Married","Telcel",2,"Weekly","Android","YT Music",892169,"Bachelor","cluster_1"
35,"Female","Own","Axtel","Married","Telcel",3,"Rarely","IOS","YT Music",892182,"Master's Degree","cluster_1"
23,"Male","Rent","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",892198,"High School","cluster_1"
40,"Male","Rent","Axtel","Married","Telcel",3,"Never","Android","Spotify",892203,"Bachelor","cluster_1"
38,"Male","Own","Mega cable","Married","Telcel",2,"Weekly","Android","YT Music",892204,"Bachelor","cluster_1"
24,"Female","Rent","Telmex","Divorced","Movistar",1,"Never","Android","Spotify",892209,"Some College","cluster_1"
31,"Male","Rent","Mega cable","Married","Other",1,"Rarely","IOS","YT Music",892218,"Some College","cluster_1"
25,"Female","Rent","Telmex","Never Married","Movistar",1,"Never","Android","YT Music",892221,"High School","cluster_1"
48,"Male","Rent","Telmex","Married","Telcel",3,"Weekly","IOS","YT Music",892222,"Master's Degree","cluster_1"
26,"Female","Rent","Mega cable","Never Married","Other",1,"Rarely","Android","YT Music",892224,"High School","cluster_1"
35,"Male","Rent","Mega cable","Married","Telcel",2,"Weekly","Android","Spotify",892227,"Master's Degree","cluster_1"
28,"Male","Rent","Mega cable","Married","Telcel",2,"Rarely","IOS","YT Music",892249,"Bachelor","cluster_1"
40,"Male","Rent","Mega cable","Married","Telcel",2,"Never","Android","Spotify",892251,"Master's Degree","cluster_1"
33,"Male","Rent","Mega cable","Married","Telcel",1,"Weekly","Android","YT Music",892254,"Bachelor","cluster_1"
47,"Female","Rent","Mega cable","Other","AT&T",2,"Weekly","Android","YT Music",892256,"Bachelor","cluster_1"
34,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","IOS","YT Music",892257,"Some College","cluster_1"
25,"Male","Rent","Axtel","Never Married","Movistar",1,"Monthly","Android","YT Music",892270,"High School","cluster_1"
29,"Male","Rent","Telmex","Never Married","Movistar",1,"Monthly","Android","YT Music",892274,"High School","cluster_1"
56.99999999999999,"Male","Own","Telmex","Married","Telcel",2,"Never","Android","Spotify",892276,"Associate's Degree","cluster_1"
38,"Male","Rent","Telmex","Married","Telcel",2,"Never","Android","YT Music",892280,"Bachelor","cluster_1"
42,"Male","Own","Mega cable","Never Married","Telcel",2,"Never","Android","YT Music",892281,"High School","cluster_1"
33,"Female","Rent","Telmex","Married","Movistar",2,"Rarely","IOS","YT Music",892284,"Bachelor","cluster_1"
32,"Female","Own","Mega cable","Never Married","Movistar",1,"Rarely","Android","YT Music",892294,"High School","cluster_1"
31,"Male","Own","Mega cable","Never Married","Movistar",1,"Rarely","IOS","YT Music",892298,"High School","cluster_1"
25,"Female","Rent","Mega cable","Married","Telcel",0,"Never","IOS","YT Music",892303,"Bachelor","cluster_1"
28,"Male","Rent","Axtel","Married","Telcel",1,"Rarely","IOS","YT Music",892306,"Master's Degree","cluster_1"
29.999999999999996,"Female","Rent","Axtel","Married","Movistar",2,"Never","IOS","YT Music",892311,"Bachelor","cluster_1"
49,"Female","Rent","Mega cable","Married","Movistar",3,"Weekly","IOS","YT Music",892312,"Doctorate","cluster_1"
28,"Female","Rent","Mega cable","Married","Movistar",3,"Never","IOS","YT Music",892314,"Bachelor","cluster_1"
43.99999999999999,"Female","Own","Mega cable","Married","Telcel",3,"Weekly","IOS","YT Music",892316,"Doctorate","cluster_1"
31,"Male","Rent","Mega cable","Married","Telcel",2,"Weekly","Windows phone","YT Music",892318,"Bachelor","cluster_1"
35,"Male","Rent","Telmex","Married","Telcel",2,"Never","Android","YT Music",892321,"Bachelor","cluster_1"
29.999999999999996,"Male","Own","Mega cable","Married","Telcel",2,"Weekly","Android","YT Music",892325,"Bachelor","cluster_1"
25,"Male","Rent","Mega cable","Never Married","Movistar",1,"Weekly","Windows phone","YT Music",892328,"High School","cluster_1"
35,"Female","Rent","Telmex","Married","Movistar",1,"Never","IOS","YT Music",892330,"Master's Degree","cluster_1"
26,"Male","Rent","Telmex","Married","Telcel",2,"Rarely","IOS","YT Music",892342,"Bachelor","cluster_1"
27,"Male","Rent","Mega cable","Married","Telcel",2,"Never","Android","YT Music",892349,"Master's Degree","cluster_1"
48,"Male","Rent","Mega cable","Married","Telcel",3,"Weekly","Android","YT Music",892352,"Bachelor","cluster_1"
34,"Male","Rent","Axtel","Married","Telcel",2,"Monthly","Android","YT Music",892367,"Bachelor","cluster_1"
28,"Male","Rent","Telmex","Married","Movistar",1,"Never","Android","YT Music",892369,"Bachelor","cluster_1"
33,"Male","Rent","Axtel","Married","Telcel",2,"Rarely","IOS","YT Music",892374,"Some College","cluster_1"
48,"Female","Rent","Mega cable","Married","Movistar",4,"Rarely","IOS","YT Music",892380,"Bachelor","cluster_1"
33,"Female","Rent","Telmex","Never Married","Movistar",1,"Never","Android","YT Music",892381,"High School","cluster_1"
32,"Male","Rent","Mega cable","Never Married","Other",1,"Never","Android","YT Music",892383,"High School","cluster_1"
40,"Male","Rent","Mega cable","Married","Telcel",2,"Never","Android","YT Music",892386,"Bachelor","cluster_1"
27,"Male","Rent","Mega cable","Married","Telcel",1,"Never","Android","YT Music",892389,"Grade School","cluster_1"
29,"Male","Rent","Mega cable","Married","Telcel",2,"Rarely","IOS","YT Music",892392,"Master's Degree","cluster_1"
23,"Male","Rent","Mega cable","Never Married","Movistar",1,"Monthly","Android","YT Music",892401,"High School","cluster_1"
37,"Male","Rent","Mega cable","Married","Telcel",3,"Weekly","Android","YT Music",892402,"Bachelor","cluster_1"
37,"Male","Rent","Axtel","Other","Movistar",1,"Never","Android","YT Music",892405,"Bachelor","cluster_1"
50,"Female","Rent","Axtel","Married","Movistar",3,"Weekly","IOS","Spotify",892421,"Bachelor","cluster_1"
29.999999999999996,"Female","Rent","Mega cable","Married","Movistar",2,"Rarely","IOS","YT Music",892445,"Bachelor","cluster_1"
34,"Female","Rent","Axtel","Never Married","Movistar",1,"Never","Android","YT Music",892448,"High School","cluster_1"
29,"Male","Own","Axtel","Married","Telcel",2,"Never","Android","YT Music",892450,"Bachelor","cluster_1"
32,"Male","Rent","Other","Married","Telcel",1,"Rarely","IOS","Spotify",892452,"Bachelor","cluster_1"
36,"Female","Rent","Telmex","Married","Movistar",2,"Weekly","IOS","YT Music",892453,"Bachelor","cluster_1"
29.999999999999996,"Female","Rent","Other","Married","Movistar",1,"Weekly","IOS","YT Music",892461,"Associate's Degree","cluster_1"
36,"Male","Own","Mega cable","Married","Telcel",2,"Weekly","Android","YT Music",892465,"Post-Doc","cluster_1"
29,"Male","Own","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",892466,"High School","cluster_1"
26,"Male","Own","Axtel","Never Married","Telcel",1,"Never","Android","YT Music",892473,"High School","cluster_1"
25,"Male","Rent","Axtel","Never Married","Movistar",1,"Never","Android","YT Music",892475,"High School","cluster_1"
28,"Female","Rent","Telmex","Married","Movistar",1,"Rarely","IOS","YT Music",892477,"Master's Degree","cluster_1"
26,"Male","Rent","Axtel","Married","Telcel",2,"Never","Android","YT Music",892480,"Bachelor","cluster_1"
38,"Male","Rent","Axtel","Married","Telcel",1,"Never","Android","YT Music",892483,"Doctorate","cluster_1"
34,"Female","Rent","Telmex","Married","Movistar",2,"Never","IOS","YT Music",892486,"Bachelor","cluster_1"
24,"Female","Rent","Axtel","Married","Movistar",1,"Never","IOS","YT Music",892491,"Bachelor","cluster_1"
29,"Male","Rent","Axtel","Never Married","Telcel",1,"Never","Android","YT Music",892497,"High School","cluster_1"
23,"Male","Rent","Telmex","Never Married","Movistar",0,"Never","Android","Spotify",892501,"High School","cluster_1"
43,"Male","Rent","Axtel","Never Married","Telcel",2,"Never","Android","YT Music",892505,"High School","cluster_1"
48,"Male","Rent","Mega cable","Separated","Telcel",4,"Weekly","Android","YT Music",892507,"Bachelor","cluster_1"
33,"Male","Rent","Mega cable","Married","Telcel",2,"Weekly","Android","YT Music",892510,"Doctorate","cluster_1"
38,"Male","Rent","Telmex","Married","Movistar",1,"Weekly","Android","YT Music",892514,"Master's Degree","cluster_1"
52,"Male","Own","Telmex","Divorced","Telcel",4,"Weekly","Windows phone","YT Music",892530,"Doctorate","cluster_1"
23,"Female","Rent","Telmex","Never Married","Other",1,"Rarely","Android","Spotify",892531,"High School","cluster_1"
46,"Female","Own","Other","Married","Telcel",3,"Monthly","IOS","YT Music",892532,"Associate's Degree","cluster_1"
29.999999999999996,"Male","Rent","Telmex","Never Married","Telcel",2,"Rarely","IOS","YT Music",892536,"High School","cluster_1"
27,"Male","Rent","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",892538,"High School","cluster_1"
35,"Male","Rent","Telmex","Divorced","Telcel",1,"Never","Android","YT Music",892542,"Bachelor","cluster_1"
21.999999999999996,"Male","Rent","Telmex","Never Married","Movistar",1,"Never","Android","YT Music",892543,"High School","cluster_1"
37,"Male","Rent","Telmex","Never Married","Telcel",1,"Never","Android","Other",892545,"High School","cluster_1"
40,"Male","Rent","Telmex","Married","Telcel",2,"Weekly","Android","YT Music",892559,"Master's Degree","cluster_1"
31,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","Android","YT Music",892562,"Bachelor","cluster_1"
33,"Female","Rent","Mega cable","Married","Telcel",2,"Never","IOS","YT Music",892565,"Doctorate","cluster_1"
29,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","IOS","YT Music",892576,"Bachelor","cluster_1"
24,"Male","Rent","Telmex","Never Married","Movistar",1,"Monthly","Android","YT Music",892581,"High School","cluster_1"
34,"Male","Rent","Axtel","Divorced","Telcel",1,"Weekly","Windows phone","YT Music",892587,"Bachelor","cluster_1"
34,"Male","Own","Mega cable","Married","Telcel",2,"Weekly","Android","YT Music",892592,"Bachelor","cluster_1"
35,"Male","Rent","Mega cable","Married","Telcel",2,"Rarely","IOS","YT Music",892593,"Some College","cluster_1"
34,"Male","Rent","Telmex","Never Married","Movistar",1,"Never","Android","YT Music",892617,"High School","cluster_1"
31,"Female","Rent","Telmex","Married","Movistar",2,"Weekly","IOS","Spotify",892628,"Master's Degree","cluster_1"
29,"Male","Rent","Axtel","Married","Movistar",0,"Rarely","IOS","Spotify",892634,"Some College","cluster_1"
35,"Male","Rent","Telmex","Never Married","Movistar",1,"Rarely","IOS","YT Music",892636,"High School","cluster_1"
33,"Male","Rent","Mega cable","Never Married","Telcel",1,"Never","Android","YT Music",892639,"High School","cluster_1"
32,"Male","Rent","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",892643,"High School","cluster_1"
25,"Male","Rent","Telmex","Never Married","Telcel",2,"Never","Android","YT Music",892646,"High School","cluster_1"
40,"Male","Own","Axtel","Married","Telcel",2,"Monthly","Android","YT Music",892649,"Bachelor","cluster_1"
23,"Male","Own","Axtel","Married","Telcel",4,"Weekly","Android","YT Music",892657,"Some College","cluster_1"
31,"Male","Rent","Telmex","Married","Other",1,"Rarely","IOS","YT Music",892666,"Bachelor","cluster_1"
41,"Male","Rent","Mega cable","Married","Telcel",2,"Never","Android","YT Music",892669,"Bachelor","cluster_1"
31,"Male","Rent","Mega cable","Married","Telcel",1,"Weekly","Android","YT Music",892671,"Master's Degree","cluster_1"
27,"Male","Rent","Telmex","Other","Movistar",1,"Weekly","Windows phone","YT Music",892682,"Some College","cluster_1"
36,"Male","Rent","Mega cable","Married","Telcel",2,"Weekly","Android","YT Music",892702,"Bachelor","cluster_1"
34,"Male","Rent","Mega cable","Married","Telcel",3,"Never","Android","YT Music",892721,"Post-Doc","cluster_1"
34,"Male","Own","Axtel","Divorced","Telcel",4,"Never","Android","YT Music",892734,"Bachelor","cluster_1"
43,"Male","Rent","Mega cable","Married","Telcel",2,"Weekly","IOS","Spotify",892737,"Some College","cluster_1"
34,"Male","Own","Telmex","Married","Movistar",1,"Weekly","Android","YT Music",892741,"Some College","cluster_1"
34,"Male","Own","Mega cable","Married","Telcel",2,"Rarely","IOS","YT Music",892784,"Bachelor","cluster_1"
26,"Male","Rent","Axtel","Never Married","Movistar",0,"Never","Android","YT Music",892805,"High School","cluster_1"
29.999999999999996,"Male","Rent","Telmex","Married","Telcel",1,"Never","Android","YT Music",892807,"Bachelor","cluster_1"
28,"Male","Own","Axtel","Married","Telcel",2,"Monthly","Android","YT Music",892824,"Master's Degree","cluster_1"
28,"Male","Rent","Axtel","Never Married","Movistar",2,"Rarely","IOS","YT Music",892840,"High School","cluster_1"
37,"Female","Rent","Telmex","Married","Telcel",3,"Rarely","IOS","Spotify",892863,"Bachelor","cluster_1"
27,"Male","Rent","Telmex","Never Married","Movistar",0,"Rarely","IOS","YT Music",892870,"High School","cluster_1"
28,"Male","Rent","Telmex","Never Married","Movistar",2,"Never","Android","Spotify",892890,"High School","cluster_1"
40,"Male","Own","Mega cable","Married","Telcel",2,"Rarely","IOS","YT Music",892909,"Bachelor","cluster_1"
34,"Female","Rent","Mega cable","Other","Movistar",1,"Rarely","Android","Spotify",892912,"Master's Degree","cluster_1"
34,"Male","Rent","Axtel","Married","Telcel",2,"Never","Android","YT Music",892915,"Bachelor","cluster_1"
41,"Male","Rent","Axtel","Married","Telcel",2,"Never","Android","YT Music",892921,"Doctorate","cluster_1"
38,"Male","Own","Telmex","Married","Telcel",4,"Weekly","Windows phone","YT Music",892922,"Post-Doc","cluster_1"
31,"Male","Own","Mega cable","Never Married","Telcel",1,"Never","Android","YT Music",892927,"High School","cluster_1"
26,"Male","Rent","Axtel","Never Married","Telcel",1,"Rarely","IOS","YT Music",892978,"High School","cluster_1"
36,"Male","Rent","Axtel","Married","Telcel",2,"Never","Android","YT Music",892979,"Master's Degree","cluster_1"
43,"Male","Rent","Mega cable","Married","Telcel",4,"Weekly","Android","Spotify",892993,"Bachelor","cluster_1"
27,"Male","Rent","Telmex","Never Married","Movistar",1,"Rarely","IOS","YT Music",893010,"High School","cluster_1"
34,"Male","Own","Axtel","Married","Telcel",2,"Monthly","Android","YT Music",893014,"Bachelor","cluster_1"
31,"Male","Own","Mega cable","Married","Telcel",2,"Weekly","IOS","YT Music",893016,"Bachelor","cluster_1"
36,"Male","Rent","Axtel","Never Married","Movistar",2,"Rarely","IOS","YT Music",893031,"High School","cluster_1"
23,"Female","Rent","Axtel","Never Married","Movistar",1,"Rarely","Android","YT Music",893034,"High School","cluster_1"
36,"Male","Rent","Telmex","Married","Telcel",2,"Weekly","IOS","Spotify",893037,"Bachelor","cluster_1"
27,"Male","Rent","Axtel","Married","Telcel",1,"Rarely","IOS","YT Music",893050,"Master's Degree","cluster_1"
39,"Male","Own","Axtel","Married","Telcel",1,"Rarely","IOS","YT Music",893071,"Bachelor","cluster_1"
29.999999999999996,"Male","Rent","Mega cable","Never Married","Other",1,"Rarely","IOS","YT Music",893097,"High School","cluster_1"
43.99999999999999,"Male","Own","Mega cable","Married","Telcel",4,"Weekly","IOS","YT Music",893104,"Doctorate","cluster_1"
35,"Female","Rent","Axtel","Married","Telcel",2,"Weekly","IOS","YT Music",893128,"Bachelor","cluster_1"
29.999999999999996,"Male","Rent","Axtel","Married","Telcel",1,"Rarely","IOS","Spotify",893132,"Bachelor","cluster_1"
23,"Male","Rent","Axtel","Never Married","Movistar",1,"Rarely","IOS","YT Music",893140,"High School","cluster_1"
28,"Male","Rent","Telmex","Never Married","Telcel",2,"Monthly","Android","YT Music",893187,"High School","cluster_1"
27,"Female","Rent","Telmex","Married","Telcel",0,"Rarely","IOS","YT Music",893199,"Master's Degree","cluster_1"
34,"Male","Rent","Axtel","Married","Telcel",2,"Never","Android","YT Music",893221,"Bachelor","cluster_1"
27,"Male","Own","Axtel","Married","Telcel",2,"Never","Android","YT Music",893439,"Master's Degree","cluster_1"
28,"Female","Rent","Telmex","Never Married","Movistar",1,"Never","Android","Spotify",893521,"High School","cluster_1"
26,"Male","Rent","Axtel","Never Married","Telcel",1,"Rarely","IOS","YT Music",893524,"High School","cluster_1"
27,"Male","Rent","Telmex","Never Married","Movistar",1,"Rarely","IOS","YT Music",893547,"High School","cluster_1"
28,"Male","Rent","Mega cable","Married","Telcel",2,"Never","Android","YT Music",893569,"Master's Degree","cluster_1"
35,"Male","Own","Axtel","Married","Telcel",1,"Rarely","IOS","YT Music",893591,"Doctorate","cluster_1"
26,"Male","Rent","Mega cable","Never Married","Movistar",1,"Monthly","Android","YT Music",893594,"High School","cluster_1"
27,"Male","Rent","Mega cable","Never Married","Telcel",1,"Never","Android","Spotify",893697,"High School","cluster_1"
34,"Male","Rent","Telmex","Married","Telcel",2,"Weekly","IOS","YT Music",893702,"Bachelor","cluster_1"
29.999999999999996,"Male","Own","Mega cable","Married","Telcel",2,"Never","Android","YT Music",893709,"Bachelor","cluster_1"
32,"Male","Own","Mega cable","Married","Telcel",2,"Never","Android","YT Music",893745,"Bachelor","cluster_1"
33,"Male","Own","Axtel","Married","Telcel",2,"Weekly","IOS","YT Music",893794,"Bachelor","cluster_1"
27,"Male","Rent","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",893812,"High School","cluster_1"
26,"Female","Rent","Axtel","Never Married","Other",2,"Never","Android","YT Music",893827,"High School","cluster_1"
29,"Female","Rent","Telmex","Married","Movistar",3,"Rarely","IOS","YT Music",893831,"Master's Degree","cluster_1"
26,"Male","Rent","Mega cable","Never Married","Movistar",1,"Rarely","IOS","YT Music",893935,"High School","cluster_1"
33,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","IOS","YT Music",894048,"Bachelor","cluster_1"
35,"Male","Own","Mega cable","Divorced","Telcel",2,"Never","Android","YT Music",894203,"Master's Degree","cluster_1"
32,"Male","Rent","Axtel","Never Married","Movistar",1,"Never","Android","YT Music",894215,"High School","cluster_1"
33,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","Android","YT Music",894247,"Bachelor","cluster_1"
41,"Male","Rent","Mega cable","Married","Telcel",1,"Weekly","Android","Spotify",894603,"Master's Degree","cluster_1"
34,"Male","Own","Mega cable","Married","Telcel",2,"Rarely","IOS","YT Music",895043,"Bachelor","cluster_2"
41,"Female","Rent","Axtel","Married","Telcel",4,"Weekly","IOS","YT Music",895103,"Bachelor","cluster_2"
32,"Male","Rent","Axtel","Never Married","Telcel",0,"Never","Android","YT Music",895188,"High School","cluster_2"
29.999999999999996,"Male","Rent","Axtel","Never Married","Movistar",2,"Never","Android","YT Music",895240,"High School","cluster_2"
32,"Male","Own","Mega cable","Married","Telcel",2,"Monthly","Android","YT Music",895646,"Bachelor","cluster_2"
25,"Male","Rent","Mega cable","Never Married","Other",1,"Rarely","IOS","YT Music",895788,"High School","cluster_2"
28,"Male","Own","Mega cable","Married","Telcel",3,"Never","Android","YT Music",895949,"Bachelor","cluster_2"
32,"Male","Rent","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",895970,"High School","cluster_2"
28,"Male","Rent","Mega cable","Married","Movistar",2,"Never","Android","YT Music",896261,"Some College","cluster_2"
39,"Male","Rent","Mega cable","Married","Telcel",2,"Weekly","IOS","YT Music",896430,"Post-Doc","cluster_2"
29.999999999999996,"Male","Rent","Axtel","Married","Telcel",2,"Never","Android","Spotify",896473,"Master's Degree","cluster_2"
21.999999999999996,"Female","Rent","Telmex","Never Married","Movistar",1,"Rarely","Android","YT Music",896573,"High School","cluster_2"
29,"Female","Rent","Telmex","Divorced","Telcel",0,"Never","Android","YT Music",896948,"Bachelor","cluster_2"
47,"Male","Rent","Telmex","Divorced","Movistar",1,"Weekly","Android","YT Music",897420,"Bachelor","cluster_2"
37,"Female","Rent","Mega cable","Married","Telcel",3,"Weekly","IOS","Spotify",897636,"Some College","cluster_2"
34,"Female","Own","Mega cable","Married","Telcel",2,"Rarely","IOS","YT Music",897923,"Master's Degree","cluster_2"
32,"Male","Rent","Telmex","Never Married","Telcel",2,"Rarely","IOS","YT Music",898014,"High School","cluster_2"
45,"Male","Rent","Mega cable","Divorced","Telcel",3,"Weekly","Android","YT Music",898021,"Some College","cluster_2"
29.999999999999996,"Male","Own","Mega cable","Married","Telcel",2,"Rarely","IOS","YT Music",898682,"Bachelor","cluster_2"
42,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","Android","YT Music",899007,"Master's Degree","cluster_2"
29.999999999999996,"Male","Rent","Mega cable","Married","Telcel",2,"Weekly","Android","YT Music",899035,"Master's Degree","cluster_2"
32,"Male","Rent","Axtel","Married","Telcel",2,"Never","Android","YT Music",899257,"Bachelor","cluster_2"
25,"Male","Rent","Mega cable","Other","Movistar",1,"Never","Android","Spotify",899304,"Some College","cluster_2"
33,"Female","Rent","Mega cable","Other","Movistar",2,"Rarely","Android","YT Music",899392,"Bachelor","cluster_2"
40,"Male","Rent","Telmex","Never Married","Telcel",1,"Never","Android","YT Music",899418,"High School","cluster_2"
40,"Male","Rent","Axtel","Married","Telcel",3,"Weekly","Android","YT Music",899513,"Bachelor","cluster_2"
32,"Female","Rent","Axtel","Never Married","Movistar",1,"Never","Android","YT Music",899575,"High School","cluster_2"
39,"Male","Rent","Mega cable","Married","Telcel",3,"Weekly","IOS","YT Music",899598,"Bachelor","cluster_2"
39,"Male","Rent","Mega cable","Never Married","Telcel",2,"Monthly","Android","YT Music",899625,"High School","cluster_2"
26,"Male","Rent","Mega cable","Never Married","Movistar",1,"Never","Android","YT Music",899688,"High School","cluster_2"
38,"Male","Rent","Axtel","Married","Telcel",2,"Never","Android","YT Music",899690,"Bachelor","cluster_2"
40,"Male","Rent","Telmex","Divorced","Movistar",2,"Weekly","Android","YT Music",899809,"Bachelor","cluster_2"
48,"Male","Own","Mega cable","Married","Telcel",2,"Never","Android","YT Music",899810,"Master's Degree","cluster_2"
39,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","Android","Spotify",899833,"Bachelor","cluster_2"
33,"Male","Rent","Axtel","Married","Telcel",2,"Rarely","IOS","YT Music",899860,"Associate's Degree","cluster_2"
36,"Male","Rent","Mega cable","Married","Telcel",2,"Weekly","Android","YT Music",899873,"Bachelor","cluster_2"
33,"Female","Rent","Telmex","Married","Movistar",1,"Never","IOS","YT Music",899883,"Bachelor","cluster_2"
45,"Female","Own","Mega cable","Married","Movistar",3,"Rarely","IOS","YT Music",899904,"Associate's Degree","cluster_2"
38,"Male","Rent","Mega cable","Other","Telcel",2,"Monthly","Android","YT Music",899932,"Bachelor","cluster_2"
23,"Male","Rent","Axtel","Never Married","Telcel",1,"Never","Android","YT Music",899955,"High School","cluster_2"
33,"Male","Own","Axtel","Separated","Telcel",2,"Weekly","IOS","YT Music",900024,"Master's Degree","cluster_2"
40,"Female","Own","Telmex","Married","Telcel",3,"Weekly","IOS","YT Music",900062,"Master's Degree","cluster_2"
20,"Male","Own","Mega cable","Never Married","Telcel",3,"Never","Android","YT Music",900065,"High School","cluster_2"
29.999999999999996,"Male","Rent","Telmex","Married","Telcel",1,"Rarely","IOS","Spotify",900094,"Bachelor","cluster_2"
45,"Male","Own","Telmex","Married","Telcel",2,"Weekly","IOS","YT Music",900137,"Associate's Degree","cluster_2"
32,"Male","Rent","Telmex","Married","Telcel",1,"Weekly","Android","YT Music",900145,"Master's Degree","cluster_2"
29,"Male","Own","Mega cable","Married","Telcel",1,"Rarely","IOS","YT Music",900148,"Master's Degree","cluster_2"
39,"Male","Rent","Mega cable","Married","Telcel",2,"Weekly","IOS","YT Music",900157,"Bachelor","cluster_2"
31,"Male","Own","Mega cable","Married","Telcel",2,"Rarely","IOS","YT Music",900163,"Some College","cluster_2"
29,"Male","Rent","Mega cable","Never Married","Telcel",1,"Never","Android","YT Music",900164,"High School","cluster_2"
35,"Female","Rent","Axtel","Never Married","Telcel",1,"Monthly","Android","YT Music",900204,"High School","cluster_2"
32,"Female","Rent","Telmex","Never Married","Movistar",1,"Rarely","Android","Spotify",900214,"High School","cluster_2"
47,"Male","Rent","Axtel","Divorced","Telcel",3,"Never","Android","YT Music",900231,"Master's Degree","cluster_2"
37,"Male","Rent","Axtel","Married","Telcel",2,"Monthly","Android","YT Music",900277,"Master's Degree","cluster_2"
27,"Male","Rent","Telmex","Never Married","Movistar",1,"Rarely","IOS","YT Music",900297,"High School","cluster_2"
38,"Male","Own","Telmex","Married","Telcel",3,"Never","Android","YT Music",900306,"Bachelor","cluster_2"
34,"Male","Rent","Telmex","Married","Telcel",2,"Weekly","Android","Spotify",900309,"Master's Degree","cluster_2"
32,"Male","Rent","Telmex","Married","Telcel",1,"Weekly","Android","Spotify",900339,"Master's Degree","cluster_2"
28,"Male","Own","Axtel","Never Married","Telcel",0,"Monthly","Android","YT Music",900371,"High School","cluster_2"
33,"Male","Rent","Mega cable","Married","Telcel",2,"Never","Android","YT Music",900389,"Bachelor","cluster_2"
38,"Male","Rent","Mega cable","Never Married","Telcel",2,"Never","Android","YT Music",900513,"High School","cluster_2"
53.99999999999999,"Female","Own","Telmex","Never Married","Movistar",1,"Never","Android","Spotify",900541,"High School","cluster_2"
33,"Male","Rent","Other","Married","Telcel",2,"Monthly","Android","YT Music",900558,"Some College","cluster_2"
23,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","IOS","YT Music",900576,"Some College","cluster_2"
29,"Male","Rent","Axtel","Never Married","Movistar",1,"Never","Android","YT Music",900641,"High School","cluster_2"
27,"Male","Rent","Mega cable","Married","Movistar",1,"Monthly","Android","YT Music",900685,"Master's Degree","cluster_2"
31,"Female","Rent","Mega cable","Never Married","Movistar",1,"Never","Android","Spotify",900731,"High School","cluster_2"
33,"Male","Rent","Mega cable","Married","Telcel",2,"Never","Android","YT Music",901032,"Bachelor","cluster_2"
27,"Male","Own","Axtel","Never Married","Telcel",1,"Rarely","IOS","YT Music",901197,"High School","cluster_2"
37,"Female","Rent","Mega cable","Married","Movistar",1,"Never","IOS","YT Music",901572,"Master's Degree","cluster_2"
45,"Female","Own","Axtel","Married","Movistar",2,"Weekly","IOS","YT Music",901678,"Bachelor","cluster_2"
25,"Male","Rent","Mega cable","Never Married","Movistar",2,"Rarely","IOS","YT Music",901836,"High School","cluster_2"
25,"Male","Rent","Axtel","Never Married","Telcel",1,"Monthly","Android","YT Music",901904,"High School","cluster_2"
38,"Male","Own","Axtel","Married","Telcel",2,"Rarely","IOS","YT Music",901961,"Bachelor","cluster_2"
29,"Female","Rent","Axtel","Married","Movistar",3,"Rarely","IOS","YT Music",902036,"Bachelor","cluster_2"
38,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","Android","YT Music",902050,"Bachelor","cluster_2"
32,"Male","Rent","Axtel","Married","Telcel",2,"Weekly","IOS","YT Music",902212,"Some College","cluster_2"
39,"Male","Rent","Telmex","Married","Telcel",2,"Never","Android","Spotify",902223,"Master's Degree","cluster_2"
