Age,Gender,HomeOwnership,InternetConnection,MaritalStatus,CellphoneService,NumCars,PPVFreq,MobileOperatingSystem,StreamingRadio,CustomerID,EducationLevel
35,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,Spotify,891929,Bachelor
22,Male,Own,Axtel,Married,Telcel,2,Monthly,Android,YT Music,891931,Some College
46,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,891933,Master's Degree
26,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,891935,Some College
37,Female,Rent,Mega cable,Married,Other,1,Never,IOS,YT Music,891937,Bachelor
40,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,Spotify,891939,Bachelor
33,Male,Rent,Mega cable,Married,Telcel,3,Never,Android,YT Music,891946,Bachelor
24,Male,Own,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,891950,High School
26,Male,Rent,Axtel,Never Married,Movistar,0,Never,Android,YT Music,891957,High School
44,Female,Rent,Mega cable,Other,Movistar,2,Weekly,Android,YT Music,891961,Master's Degree
29,Male,Rent,Mega cable,Married,Telcel,1,Monthly,Android,YT Music,891962,Bachelor
32,Male,Rent,Telmex,Married,Movistar,1,Never,Android,Spotify,891963,Bachelor
34,Female,Rent,Mega cable,Never Married,Movistar,1,Rarely,Android,YT Music,891966,High School
39,Female,Rent,Mega cable,Married,Movistar,2,Monthly,IOS,Other,891969,Master's Degree
25,Male,Rent,Axtel,Married,Movistar,1,Rarely,IOS,YT Music,891971,Master's Degree
55,Female,Rent,Telmex,Other,Telcel,1,Never,Android,YT Music,891973,Master's Degree
28,Male,Rent,Telmex,Married,Movistar,1,Monthly,Android,YT Music,891974,Bachelor
44,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,Spotify,891978,Master's Degree
34,Male,Own,Axtel,Never Married,Telcel,1,Never,Android,YT Music,891979,High School
34,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,891983,Bachelor
33,Male,Own,Telmex,Never Married,Telcel,1,Never,Android,YT Music,891984,High School
36,Male,Rent,Axtel,Married,Telcel,4,Monthly,Android,YT Music,891985,Master's Degree
22,Male,Rent,Axtel,Never Married,Movistar,1,Rarely,IOS,YT Music,891991,High School
23,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,891992,High School
27,Female,Rent,Telmex,Never Married,Movistar,1,Rarely,Android,YT Music,892002,High School
24,Male,Own,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,892005,Bachelor
30,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,892007,Bachelor
40,Female,Rent,Telmex,Divorced,Movistar,1,Weekly,Android,YT Music,892008,Associate's Degree
36,Male,Own,Mega cable,Married,Telcel,2,Weekly,IOS,YT Music,892010,Master's Degree
32,Male,Rent,Telmex,Married,Telcel,3,Weekly,Windows phone,YT Music,892013,Bachelor
29,Male,Rent,Axtel,Married,Telcel,1,Weekly,Android,YT Music,892016,Bachelor
29,Male,Own,Mega cable,Married,Telcel,1,Never,Android,YT Music,892021,Some College
41,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,892028,Master's Degree
47,Male,Rent,Other,Married,Telcel,3,Weekly,Android,YT Music,892041,Master's Degree
26,Male,Rent,Axtel,Married,Telcel,3,Monthly,Android,YT Music,892045,Some College
36,Male,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,892052,High School
28,Female,Rent,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,892054,Bachelor
46,Male,Rent,Axtel,Married,Telcel,3,Weekly,Android,YT Music,892060,Bachelor
31,Male,Rent,Telmex,Married,Telcel,2,Rarely,IOS,Spotify,892061,Bachelor
31,Male,Own,Telmex,Never Married,Telcel,2,Weekly,Android,YT Music,892062,High School
27,Female,Rent,Telmex,Married,Telcel,2,Never,IOS,YT Music,892067,Some College
39,Male,Rent,Telmex,Married,Telcel,2,Weekly,IOS,Spotify,892070,Associate's Degree
27,Male,Own,Axtel,Married,Movistar,1,Never,Android,Spotify,892073,Grade School
37,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,892075,Bachelor
34,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,892078,Bachelor
29,Female,Rent,Axtel,Never Married,Movistar,1,Monthly,Android,YT Music,892079,High School
38,Female,Rent,Axtel,Married,Movistar,3,Weekly,IOS,YT Music,892081,Master's Degree
37,Male,Own,Mega cable,Divorced,Telcel,1,Monthly,Android,YT Music,892084,Bachelor
44,Female,Rent,Mega cable,Married,Movistar,2,Weekly,IOS,YT Music,892086,Bachelor
32,Male,Rent,Mega cable,Never Married,Telcel,2,Rarely,IOS,Spotify,892088,High School
33,Female,Rent,Telmex,Married,Movistar,3,Never,IOS,YT Music,892089,Doctorate
42,Female,Rent,Other,Married,Movistar,4,Weekly,IOS,YT Music,892092,Bachelor
28,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,892097,Some College
36,Male,Own,Telmex,Married,Telcel,2,Never,Android,YT Music,892100,Some College
23,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,892109,High School
31,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,892110,Bachelor
31,Female,Rent,Telmex,Married,Telcel,2,Never,IOS,Spotify,892123,Bachelor
35,Female,Rent,Telmex,Divorced,Movistar,1,Weekly,Android,YT Music,892126,Some College
30,Male,Rent,Axtel,Married,Telcel,1,Rarely,IOS,YT Music,892129,Some College
24,Male,Rent,Mega cable,Never Married,Movistar,1,Rarely,IOS,YT Music,892134,High School
44,Male,Rent,Mega cable,Married,Telcel,3,Never,Android,YT Music,892137,Post-Doc
30,Male,Rent,Axtel,Married,Telcel,1,Never,Android,YT Music,892138,Bachelor
24,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,892150,High School
23,Male,Own,Other,Married,Telcel,2,Never,Android,YT Music,892153,Some College
47,Male,Own,Mega cable,Married,Telcel,2,Weekly,IOS,YT Music,892155,Master's Degree
36,Male,Own,Mega cable,Never Married,Telcel,1,Rarely,IOS,YT Music,892158,High School
31,Male,Rent,Axtel,Married,Movistar,1,Never,Android,YT Music,892159,Bachelor
26,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,892161,High School
26,Male,Rent,Mega cable,Never Married,Movistar,2,Never,Android,YT Music,892166,High School
36,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,892169,Bachelor
35,Female,Own,Axtel,Married,Telcel,3,Rarely,IOS,YT Music,892182,Master's Degree
23,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,892198,High School
40,Male,Rent,Axtel,Married,Telcel,3,Never,Android,Spotify,892203,Bachelor
38,Male,Own,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,892204,Bachelor
24,Female,Rent,Telmex,Divorced,Movistar,1,Never,Android,Spotify,892209,Some College
31,Male,Rent,Mega cable,Married,Other,1,Rarely,IOS,YT Music,892218,Some College
25,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,892221,High School
48,Male,Rent,Telmex,Married,Telcel,3,Weekly,IOS,YT Music,892222,Master's Degree
26,Female,Rent,Mega cable,Never Married,Other,1,Rarely,Android,YT Music,892224,High School
35,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,Spotify,892227,Master's Degree
28,Male,Rent,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,892249,Bachelor
40,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,Spotify,892251,Master's Degree
33,Male,Rent,Mega cable,Married,Telcel,1,Weekly,Android,YT Music,892254,Bachelor
47,Female,Rent,Mega cable,Other,AT&T,2,Weekly,Android,YT Music,892256,Bachelor
34,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,892257,Some College
25,Male,Rent,Axtel,Never Married,Movistar,1,Monthly,Android,YT Music,892270,High School
29,Male,Rent,Telmex,Never Married,Movistar,1,Monthly,Android,YT Music,892274,High School
57,Male,Own,Telmex,Married,Telcel,2,Never,Android,Spotify,892276,Associate's Degree
38,Male,Rent,Telmex,Married,Telcel,2,Never,Android,YT Music,892280,Bachelor
42,Male,Own,Mega cable,Never Married,Telcel,2,Never,Android,YT Music,892281,High School
33,Female,Rent,Telmex,Married,Movistar,2,Rarely,IOS,YT Music,892284,Bachelor
32,Female,Own,Mega cable,Never Married,Movistar,1,Rarely,Android,YT Music,892294,High School
31,Male,Own,Mega cable,Never Married,Movistar,1,Rarely,IOS,YT Music,892298,High School
25,Female,Rent,Mega cable,Married,Telcel,0,Never,IOS,YT Music,892303,Bachelor
28,Male,Rent,Axtel,Married,Telcel,1,Rarely,IOS,YT Music,892306,Master's Degree
30,Female,Rent,Axtel,Married,Movistar,2,Never,IOS,YT Music,892311,Bachelor
49,Female,Rent,Mega cable,Married,Movistar,3,Weekly,IOS,YT Music,892312,Doctorate
28,Female,Rent,Mega cable,Married,Movistar,3,Never,IOS,YT Music,892314,Bachelor
44,Female,Own,Mega cable,Married,Telcel,3,Weekly,IOS,YT Music,892316,Doctorate
31,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Windows phone,YT Music,892318,Bachelor
35,Male,Rent,Telmex,Married,Telcel,2,Never,Android,YT Music,892321,Bachelor
30,Male,Own,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,892325,Bachelor
25,Male,Rent,Mega cable,Never Married,Movistar,1,Weekly,Windows phone,YT Music,892328,High School
35,Female,Rent,Telmex,Married,Movistar,1,Never,IOS,YT Music,892330,Master's Degree
26,Male,Rent,Telmex,Married,Telcel,2,Rarely,IOS,YT Music,892342,Bachelor
27,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,892349,Master's Degree
48,Male,Rent,Mega cable,Married,Telcel,3,Weekly,Android,YT Music,892352,Bachelor
34,Male,Rent,Axtel,Married,Telcel,2,Monthly,Android,YT Music,892367,Bachelor
28,Male,Rent,Telmex,Married,Movistar,1,Never,Android,YT Music,892369,Bachelor
33,Male,Rent,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,892374,Some College
48,Female,Rent,Mega cable,Married,Movistar,4,Rarely,IOS,YT Music,892380,Bachelor
33,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,892381,High School
32,Male,Rent,Mega cable,Never Married,Other,1,Never,Android,YT Music,892383,High School
40,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,892386,Bachelor
27,Male,Rent,Mega cable,Married,Telcel,1,Never,Android,YT Music,892389,Grade School
29,Male,Rent,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,892392,Master's Degree
23,Male,Rent,Mega cable,Never Married,Movistar,1,Monthly,Android,YT Music,892401,High School
37,Male,Rent,Mega cable,Married,Telcel,3,Weekly,Android,YT Music,892402,Bachelor
37,Male,Rent,Axtel,Other,Movistar,1,Never,Android,YT Music,892405,Bachelor
50,Female,Rent,Axtel,Married,Movistar,3,Weekly,IOS,Spotify,892421,Bachelor
30,Female,Rent,Mega cable,Married,Movistar,2,Rarely,IOS,YT Music,892445,Bachelor
34,Female,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,892448,High School
29,Male,Own,Axtel,Married,Telcel,2,Never,Android,YT Music,892450,Bachelor
32,Male,Rent,Other,Married,Telcel,1,Rarely,IOS,Spotify,892452,Bachelor
36,Female,Rent,Telmex,Married,Movistar,2,Weekly,IOS,YT Music,892453,Bachelor
30,Female,Rent,Other,Married,Movistar,1,Weekly,IOS,YT Music,892461,Associate's Degree
36,Male,Own,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,892465,Post-Doc
29,Male,Own,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,892466,High School
26,Male,Own,Axtel,Never Married,Telcel,1,Never,Android,YT Music,892473,High School
25,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,892475,High School
28,Female,Rent,Telmex,Married,Movistar,1,Rarely,IOS,YT Music,892477,Master's Degree
26,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,892480,Bachelor
38,Male,Rent,Axtel,Married,Telcel,1,Never,Android,YT Music,892483,Doctorate
34,Female,Rent,Telmex,Married,Movistar,2,Never,IOS,YT Music,892486,Bachelor
24,Female,Rent,Axtel,Married,Movistar,1,Never,IOS,YT Music,892491,Bachelor
29,Male,Rent,Axtel,Never Married,Telcel,1,Never,Android,YT Music,892497,High School
23,Male,Rent,Telmex,Never Married,Movistar,0,Never,Android,Spotify,892501,High School
43,Male,Rent,Axtel,Never Married,Telcel,2,Never,Android,YT Music,892505,High School
48,Male,Rent,Mega cable,Separated,Telcel,4,Weekly,Android,YT Music,892507,Bachelor
33,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,892510,Doctorate
38,Male,Rent,Telmex,Married,Movistar,1,Weekly,Android,YT Music,892514,Master's Degree
52,Male,Own,Telmex,Divorced,Telcel,4,Weekly,Windows phone,YT Music,892530,Doctorate
23,Female,Rent,Telmex,Never Married,Other,1,Rarely,Android,Spotify,892531,High School
46,Female,Own,Other,Married,Telcel,3,Monthly,IOS,YT Music,892532,Associate's Degree
30,Male,Rent,Telmex,Never Married,Telcel,2,Rarely,IOS,YT Music,892536,High School
27,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,892538,High School
35,Male,Rent,Telmex,Divorced,Telcel,1,Never,Android,YT Music,892542,Bachelor
22,Male,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,892543,High School
37,Male,Rent,Telmex,Never Married,Telcel,1,Never,Android,Other,892545,High School
40,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,YT Music,892559,Master's Degree
31,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,892562,Bachelor
33,Female,Rent,Mega cable,Married,Telcel,2,Never,IOS,YT Music,892565,Doctorate
29,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,892576,Bachelor
24,Male,Rent,Telmex,Never Married,Movistar,1,Monthly,Android,YT Music,892581,High School
34,Male,Rent,Axtel,Divorced,Telcel,1,Weekly,Windows phone,YT Music,892587,Bachelor
34,Male,Own,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,892592,Bachelor
35,Male,Rent,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,892593,Some College
34,Male,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,892617,High School
31,Female,Rent,Telmex,Married,Movistar,2,Weekly,IOS,Spotify,892628,Master's Degree
29,Male,Rent,Axtel,Married,Movistar,0,Rarely,IOS,Spotify,892634,Some College
35,Male,Rent,Telmex,Never Married,Movistar,1,Rarely,IOS,YT Music,892636,High School
33,Male,Rent,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,892639,High School
32,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,892643,High School
25,Male,Rent,Telmex,Never Married,Telcel,2,Never,Android,YT Music,892646,High School
40,Male,Own,Axtel,Married,Telcel,2,Monthly,Android,YT Music,892649,Bachelor
23,Male,Own,Axtel,Married,Telcel,4,Weekly,Android,YT Music,892657,Some College
31,Male,Rent,Telmex,Married,Other,1,Rarely,IOS,YT Music,892666,Bachelor
41,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,892669,Bachelor
31,Male,Rent,Mega cable,Married,Telcel,1,Weekly,Android,YT Music,892671,Master's Degree
27,Male,Rent,Telmex,Other,Movistar,1,Weekly,Windows phone,YT Music,892682,Some College
36,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,892702,Bachelor
34,Male,Rent,Mega cable,Married,Telcel,3,Never,Android,YT Music,892721,Post-Doc
34,Male,Own,Axtel,Divorced,Telcel,4,Never,Android,YT Music,892734,Bachelor
43,Male,Rent,Mega cable,Married,Telcel,2,Weekly,IOS,Spotify,892737,Some College
34,Male,Own,Telmex,Married,Movistar,1,Weekly,Android,YT Music,892741,Some College
34,Male,Own,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,892784,Bachelor
26,Male,Rent,Axtel,Never Married,Movistar,0,Never,Android,YT Music,892805,High School
30,Male,Rent,Telmex,Married,Telcel,1,Never,Android,YT Music,892807,Bachelor
28,Male,Own,Axtel,Married,Telcel,2,Monthly,Android,YT Music,892824,Master's Degree
28,Male,Rent,Axtel,Never Married,Movistar,2,Rarely,IOS,YT Music,892840,High School
37,Female,Rent,Telmex,Married,Telcel,3,Rarely,IOS,Spotify,892863,Bachelor
27,Male,Rent,Telmex,Never Married,Movistar,0,Rarely,IOS,YT Music,892870,High School
28,Male,Rent,Telmex,Never Married,Movistar,2,Never,Android,Spotify,892890,High School
40,Male,Own,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,892909,Bachelor
34,Female,Rent,Mega cable,Other,Movistar,1,Rarely,Android,Spotify,892912,Master's Degree
34,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,892915,Bachelor
41,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,892921,Doctorate
38,Male,Own,Telmex,Married,Telcel,4,Weekly,Windows phone,YT Music,892922,Post-Doc
31,Male,Own,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,892927,High School
26,Male,Rent,Axtel,Never Married,Telcel,1,Rarely,IOS,YT Music,892978,High School
36,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,892979,Master's Degree
43,Male,Rent,Mega cable,Married,Telcel,4,Weekly,Android,Spotify,892993,Bachelor
27,Male,Rent,Telmex,Never Married,Movistar,1,Rarely,IOS,YT Music,893010,High School
34,Male,Own,Axtel,Married,Telcel,2,Monthly,Android,YT Music,893014,Bachelor
31,Male,Own,Mega cable,Married,Telcel,2,Weekly,IOS,YT Music,893016,Bachelor
36,Male,Rent,Axtel,Never Married,Movistar,2,Rarely,IOS,YT Music,893031,High School
23,Female,Rent,Axtel,Never Married,Movistar,1,Rarely,Android,YT Music,893034,High School
36,Male,Rent,Telmex,Married,Telcel,2,Weekly,IOS,Spotify,893037,Bachelor
27,Male,Rent,Axtel,Married,Telcel,1,Rarely,IOS,YT Music,893050,Master's Degree
39,Male,Own,Axtel,Married,Telcel,1,Rarely,IOS,YT Music,893071,Bachelor
30,Male,Rent,Mega cable,Never Married,Other,1,Rarely,IOS,YT Music,893097,High School
44,Male,Own,Mega cable,Married,Telcel,4,Weekly,IOS,YT Music,893104,Doctorate
35,Female,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,893128,Bachelor
30,Male,Rent,Axtel,Married,Telcel,1,Rarely,IOS,Spotify,893132,Bachelor
23,Male,Rent,Axtel,Never Married,Movistar,1,Rarely,IOS,YT Music,893140,High School
28,Male,Rent,Telmex,Never Married,Telcel,2,Monthly,Android,YT Music,893187,High School
27,Female,Rent,Telmex,Married,Telcel,0,Rarely,IOS,YT Music,893199,Master's Degree
34,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,893221,Bachelor
27,Male,Own,Axtel,Married,Telcel,2,Never,Android,YT Music,893439,Master's Degree
28,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,Spotify,893521,High School
26,Male,Rent,Axtel,Never Married,Telcel,1,Rarely,IOS,YT Music,893524,High School
27,Male,Rent,Telmex,Never Married,Movistar,1,Rarely,IOS,YT Music,893547,High School
28,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,893569,Master's Degree
35,Male,Own,Axtel,Married,Telcel,1,Rarely,IOS,YT Music,893591,Doctorate
26,Male,Rent,Mega cable,Never Married,Movistar,1,Monthly,Android,YT Music,893594,High School
27,Male,Rent,Mega cable,Never Married,Telcel,1,Never,Android,Spotify,893697,High School
34,Male,Rent,Telmex,Married,Telcel,2,Weekly,IOS,YT Music,893702,Bachelor
30,Male,Own,Mega cable,Married,Telcel,2,Never,Android,YT Music,893709,Bachelor
32,Male,Own,Mega cable,Married,Telcel,2,Never,Android,YT Music,893745,Bachelor
33,Male,Own,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,893794,Bachelor
27,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,893812,High School
26,Female,Rent,Axtel,Never Married,Other,2,Never,Android,YT Music,893827,High School
29,Female,Rent,Telmex,Married,Movistar,3,Rarely,IOS,YT Music,893831,Master's Degree
26,Male,Rent,Mega cable,Never Married,Movistar,1,Rarely,IOS,YT Music,893935,High School
33,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,894048,Bachelor
35,Male,Own,Mega cable,Divorced,Telcel,2,Never,Android,YT Music,894203,Master's Degree
32,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,894215,High School
33,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,894247,Bachelor
41,Male,Rent,Mega cable,Married,Telcel,1,Weekly,Android,Spotify,894603,Master's Degree
34,Male,Own,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,895043,Bachelor
41,Female,Rent,Axtel,Married,Telcel,4,Weekly,IOS,YT Music,895103,Bachelor
32,Male,Rent,Axtel,Never Married,Telcel,0,Never,Android,YT Music,895188,High School
30,Male,Rent,Axtel,Never Married,Movistar,2,Never,Android,YT Music,895240,High School
32,Male,Own,Mega cable,Married,Telcel,2,Monthly,Android,YT Music,895646,Bachelor
25,Male,Rent,Mega cable,Never Married,Other,1,Rarely,IOS,YT Music,895788,High School
28,Male,Own,Mega cable,Married,Telcel,3,Never,Android,YT Music,895949,Bachelor
32,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,895970,High School
28,Male,Rent,Mega cable,Married,Movistar,2,Never,Android,YT Music,896261,Some College
39,Male,Rent,Mega cable,Married,Telcel,2,Weekly,IOS,YT Music,896430,Post-Doc
30,Male,Rent,Axtel,Married,Telcel,2,Never,Android,Spotify,896473,Master's Degree
22,Female,Rent,Telmex,Never Married,Movistar,1,Rarely,Android,YT Music,896573,High School
29,Female,Rent,Telmex,Divorced,Telcel,0,Never,Android,YT Music,896948,Bachelor
47,Male,Rent,Telmex,Divorced,Movistar,1,Weekly,Android,YT Music,897420,Bachelor
37,Female,Rent,Mega cable,Married,Telcel,3,Weekly,IOS,Spotify,897636,Some College
34,Female,Own,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,897923,Master's Degree
32,Male,Rent,Telmex,Never Married,Telcel,2,Rarely,IOS,YT Music,898014,High School
45,Male,Rent,Mega cable,Divorced,Telcel,3,Weekly,Android,YT Music,898021,Some College
30,Male,Own,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,898682,Bachelor
42,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,899007,Master's Degree
30,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,899035,Master's Degree
32,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,899257,Bachelor
25,Male,Rent,Mega cable,Other,Movistar,1,Never,Android,Spotify,899304,Some College
33,Female,Rent,Mega cable,Other,Movistar,2,Rarely,Android,YT Music,899392,Bachelor
40,Male,Rent,Telmex,Never Married,Telcel,1,Never,Android,YT Music,899418,High School
40,Male,Rent,Axtel,Married,Telcel,3,Weekly,Android,YT Music,899513,Bachelor
32,Female,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,899575,High School
39,Male,Rent,Mega cable,Married,Telcel,3,Weekly,IOS,YT Music,899598,Bachelor
39,Male,Rent,Mega cable,Never Married,Telcel,2,Monthly,Android,YT Music,899625,High School
26,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,899688,High School
38,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,899690,Bachelor
40,Male,Rent,Telmex,Divorced,Movistar,2,Weekly,Android,YT Music,899809,Bachelor
48,Male,Own,Mega cable,Married,Telcel,2,Never,Android,YT Music,899810,Master's Degree
39,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,Spotify,899833,Bachelor
33,Male,Rent,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,899860,Associate's Degree
36,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,899873,Bachelor
33,Female,Rent,Telmex,Married,Movistar,1,Never,IOS,YT Music,899883,Bachelor
45,Female,Own,Mega cable,Married,Movistar,3,Rarely,IOS,YT Music,899904,Associate's Degree
38,Male,Rent,Mega cable,Other,Telcel,2,Monthly,Android,YT Music,899932,Bachelor
23,Male,Rent,Axtel,Never Married,Telcel,1,Never,Android,YT Music,899955,High School
33,Male,Own,Axtel,Separated,Telcel,2,Weekly,IOS,YT Music,900024,Master's Degree
40,Female,Own,Telmex,Married,Telcel,3,Weekly,IOS,YT Music,900062,Master's Degree
20,Male,Own,Mega cable,Never Married,Telcel,3,Never,Android,YT Music,900065,High School
30,Male,Rent,Telmex,Married,Telcel,1,Rarely,IOS,Spotify,900094,Bachelor
45,Male,Own,Telmex,Married,Telcel,2,Weekly,IOS,YT Music,900137,Associate's Degree
32,Male,Rent,Telmex,Married,Telcel,1,Weekly,Android,YT Music,900145,Master's Degree
29,Male,Own,Mega cable,Married,Telcel,1,Rarely,IOS,YT Music,900148,Master's Degree
39,Male,Rent,Mega cable,Married,Telcel,2,Weekly,IOS,YT Music,900157,Bachelor
31,Male,Own,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,900163,Some College
29,Male,Rent,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,900164,High School
35,Female,Rent,Axtel,Never Married,Telcel,1,Monthly,Android,YT Music,900204,High School
32,Female,Rent,Telmex,Never Married,Movistar,1,Rarely,Android,Spotify,900214,High School
47,Male,Rent,Axtel,Divorced,Telcel,3,Never,Android,YT Music,900231,Master's Degree
37,Male,Rent,Axtel,Married,Telcel,2,Monthly,Android,YT Music,900277,Master's Degree
27,Male,Rent,Telmex,Never Married,Movistar,1,Rarely,IOS,YT Music,900297,High School
38,Male,Own,Telmex,Married,Telcel,3,Never,Android,YT Music,900306,Bachelor
34,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,Spotify,900309,Master's Degree
32,Male,Rent,Telmex,Married,Telcel,1,Weekly,Android,Spotify,900339,Master's Degree
28,Male,Own,Axtel,Never Married,Telcel,0,Monthly,Android,YT Music,900371,High School
33,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,900389,Bachelor
38,Male,Rent,Mega cable,Never Married,Telcel,2,Never,Android,YT Music,900513,High School
54,Female,Own,Telmex,Never Married,Movistar,1,Never,Android,Spotify,900541,High School
33,Male,Rent,Other,Married,Telcel,2,Monthly,Android,YT Music,900558,Some College
23,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,900576,Some College
29,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,900641,High School
27,Male,Rent,Mega cable,Married,Movistar,1,Monthly,Android,YT Music,900685,Master's Degree
31,Female,Rent,Mega cable,Never Married,Movistar,1,Never,Android,Spotify,900731,High School
33,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,901032,Bachelor
27,Male,Own,Axtel,Never Married,Telcel,1,Rarely,IOS,YT Music,901197,High School
37,Female,Rent,Mega cable,Married,Movistar,1,Never,IOS,YT Music,901572,Master's Degree
45,Female,Own,Axtel,Married,Movistar,2,Weekly,IOS,YT Music,901678,Bachelor
25,Male,Rent,Mega cable,Never Married,Movistar,2,Rarely,IOS,YT Music,901836,High School
25,Male,Rent,Axtel,Never Married,Telcel,1,Monthly,Android,YT Music,901904,High School
38,Male,Own,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,901961,Bachelor
29,Female,Rent,Axtel,Married,Movistar,3,Rarely,IOS,YT Music,902036,Bachelor
38,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,902050,Bachelor
